course_name,course_type,institution,cutoff_2024,cutoff_2023,cutoff_2022,cutoff_2021
BSC (SCIENCE),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BSC.),Degree,MOI UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BSC.),Degree,UNIVERSITY OF KABIANGA,,15.683,16.974,17.459
"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",Degree,LAIKIPIA UNIVERSITY,,15.683,16.974,17.459
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,15.683,16.974,17.459
"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",Degree,MASENO UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE,Degree,THARAKA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (B.SC),Degree,UNIVERSITY OF NAIROBI,,15.683,16.974,17.459
BACHELOR OF SCIENCE (B.SC),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (B.SC),Degree,UNIVERSITY OF ELDORET,,15.683,16.974,17.459
BACHELOR OF SCIENCE (B.SC),Degree,KENYATTA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),Degree,EGERTON UNIVERSITY,27.448,27.708,28.798,16.787
BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),Degree,KENYATTA UNIVERSITY,29.162,30.198,28.555,30.154
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),Degree,UNIVERSITY OF ELDORET,,27.819,15.982,16.787
BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,31.683,27.474,33.508,30.805
BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),Degree,UNIVERSITY OF NAIROBI,28.245,28.557,31.471,29.073
BACHELOR OF SCIENCE (AGRICULTURE),Degree,CHUKA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,UNIVERSITY OF EMBU,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,RONGO UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,EGERTON UNIVERSITY,23.659,15.864,23.701,17.459
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,TAITA TAVETA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,KISII UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,KENYA METHODIST UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,THARAKA UNIVERSITY,,15.864,,17.459
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,29.108,29.064,32.284,27.265
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,15.864,17.043,17.459
BACHELOR OF SCIENCE IN AGRICULTURE,Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,UNIVERSITY OF NAIROBI,,15.864,22.782,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,UNIVERSITY OF KABIANGA,,15.864,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,UNIVERSITY OF ELDORET,,15.864,24.913,17.459
BACHELOR OF SCIENCE (AGRICULTURE),Degree,KENYATTA UNIVERSITY,,15.864,23.704,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,KISII UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,RONGO UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,ALUPE UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,MOI UNIVERSITY,,26.794,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,25.288,25.28,26.199,25.51
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,MAASAI MARA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,UNIVERSITY OF KABIANGA,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,PWANI UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,UZIMA UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),Degree,KENYATTA UNIVERSITY,24.56,25.46,25.937,28.038
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),Degree,CHUKA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),Degree,EGERTON UNIVERSITY,23.108,24.645,17.043,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,31.175,30.855,33.076,31.645
BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),Degree,UNIVERSITY OF NAIROBI,29.591,23.85,32.155,30.539
BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,,15.864,27.932,25.402
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF PHARMACY,Degree,KISII UNIVERSITY,42.776,43.111,43.003,42.017
BACHELOR OF PHARMACY,Degree,KENYA METHODIST UNIVERSITY,39.918,39.609,34.15,42.564
BACHELOR OF PHARMACY,Degree,KABARAK UNIVERSITY,41.648,41.093,38.341,42.807
"BACHELOR OF PHARMACY, WITH IT",Degree,MASENO UNIVERSITY,42.967,43.308,43.126,42.847
BACHELOR OF PHARMACY,Degree,MOUNT KENYA UNIVERSITY,42.484,42.989,39.982,43.292
BACHELOR OF PHARMACY,Degree,UNIVERSITY OF NAIROBI,43.457,44.452,43.885,43.68
BACHELOR OF PHARMACY,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,43.697,43.872,43.483,43.083
BACHELOR OF PHARMACY,Degree,KENYATTA UNIVERSITY,43.381,44.01,43.541,43.604
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,Degree,KENYA METHODIST UNIVERSITY,43.076,42.636,38.04,43.816
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,Degree,EGERTON UNIVERSITY,44.504,44.563,44.079,43.749
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,KISII UNIVERSITY,44.149,44.434,44.012,43.815
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,44.16,44.435,44.026,43.841
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,TECHNICAL UNIVERSITY OF MOMBASA,43.734,,,
BACHELOR OF MEDICINE & BACHELOR OF SURGERY (M.B.CH.B.),Degree,UZIMA UNIVERSITY,41.734,40.547,33.193,43.347
BACHELOR OF MEDICINE & BACHELOR OF SURGERY (M.B.CH.B.),Degree,KENYATTA UNIVERSITY,44.904,45.433,44.914,44.995
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (WITH IT),Degree,MASENO UNIVERSITY,44.602,44.787,44.463,44.143
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,MOUNT KENYA UNIVERSITY,44.504,44.35,43.486,44.557
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,UNIVERSITY OF NAIROBI,44.926,45.584,45.034,45.106
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,44.834,45.048,44.611,44.62
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Degree,PWANI UNIVERSITY,43.048,44.434,,
BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (MBCHB),Degree,MOI UNIVERSITY,42.066,45.087,44.492,44.44
BACHELOR OF SCIENCE (NURSING),Degree,CHUKA UNIVERSITY,41.023,41.38,41.319,40.183
BACHELOR OF SCIENCE (NURSING),Degree,UNIVERSITY OF EMBU,40.171,39.387,40.621,39.293
BACHELOR OF SCIENCE (NURSING),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,40.358,42.475,41.939,41.112
BACHELOR OF SCIENCE (NURSING),Degree,KIRINYAGA UNIVERSITY,39.372,39.875,39.509,38.608
BACHELOR OF SCIENCE IN NURSING,Degree,KISII UNIVERSITY,41.164,42.08,41.825,40.424
BACHELOR OF SCIENCE IN NURSING,Degree,KENYA METHODIST UNIVERSITY,38.665,39.32,35.575,40.353
BACHELOR OF SCIENCE IN NURSING,Degree,KABARAK UNIVERSITY,40.468,39.768,37.592,41.497
BACHELOR OF SCIENCE IN NURSING,Degree,EGERTON UNIVERSITY,42.049,42.166,41.947,40.995
BACHELOR OF SCIENCE IN NURSING SCIENCE,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,40.07,40.629,41.269,40.241
"BACHELOR OF SCIENCE (NURSING, WITH IT)",Degree,MASENO UNIVERSITY,41.836,42.529,42.357,41.59
BACHELOR OF SCIENCE (NURSING AND PUBLIC HEALTH),Degree,PWANI UNIVERSITY,39.838,40.461,40.22,39.424
BACHELOR OF SCIENCE (NURSING AND PUBLIC HEALTH),Degree,KENYATTA UNIVERSITY,40.809,43.051,42.773,42.67
BACHELOR OF SCIENCE IN NURSING,Degree,ALUPE UNIVERSITY,39.156,,,
BACHELOR OF SCIENCE IN NURSING,Degree,ZETECH UNIVERSITY,35.955,,,
BACHELOR OF SCIENCE IN NURSING,Degree,KARATINA UNIVERSITY,39.658,39.777,39.712,38.804
BACHELOR OF SCIENCE (NURSING),Degree,THARAKA UNIVERSITY,39.715,,,
BACHELOR OF SCIENCE (NURSING),Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,40.726,40.891,40.027,36.957
BACHELOR OF SCIENCE (NURSING),Degree,UNIVERSITY OF NAIROBI,41.935,43.676,43.297,42.922
BACHELOR OF SCIENCE (NURSING),Degree,MOI UNIVERSITY,36.592,42.39,42.216,41.261
BACHELOR OF SCIENCE (NURSING),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,39.052,40.399,39.901,36.484
BACHELOR OF SCIENCE (NURSING),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,38.64,40.452,40.451,39.676
BACHELOR OF SCIENCE (NURSING),Degree,SOUTH EASTERN KENYA UNIVERSITY,39.342,39.547,39.03,38.18
BACHELOR OF SCIENCE (NURSING),Degree,UNIVERSITY OF KABIANGA,40.003,41.076,40.834,40.114
BACHELOR OF SCIENCE IN NURSING,Degree,LUKENYA UNIVERSITY,28.948,,,
BACHELOR OF SCIENCE IN NURSING,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,39.609,39.817,37.182,40.479
BACHELOR OF SCIENCE IN NURSING,Degree,KAIMOSI FRIENDS UNIVERSITY,39.061,40.008,39.784,37.808
BACHELOR OF SCIENCE IN NURSING,Degree,MOUNT KENYA UNIVERSITY,41.325,41.626,41.098,42.026
BACHELOR OF SCIENCE IN NURSING,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,41.614,42.95,42.73,42.368
BACHELOR OF SCIENCE IN NURSING,Degree,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,36.671,35.386,27.25,38.227
BACHELOR OF SCIENCE IN NURSING,Degree,GREAT LAKES UNIVERSITY OF KISUMU,36.19,36.378,36.13,37.392
BACHELOR OF SCIENCE IN NURSING,Degree,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,35.725,25.774,,
BACHELOR OF SCIENCE IN NURSING,Degree,MAASAI MARA UNIVERSITY,40.069,40.515,40.529,38.825
BACHELOR OF SCIENCE IN NURSING,Degree,DAYSTAR UNIVERSITY,37.512,36.051,29.85,39.332
BACHELOR OF SCIENCE IN NURSING,Degree,UZIMA UNIVERSITY,36.484,35.483,26.401,38.377
BACHELOR OF SCIENCE IN NURSING,Degree,KIBABII UNIVERSITY,39.838,40.305,40.077,38.696
BACHELOR OF SCIENCE IN NURSING,Degree,ST PAULS UNIVERSITY,37.623,37.302,33.733,38.486
BACHELOR OF COMMERCE,Degree,CHUKA UNIVERSITY,26.33,25.421,23.266,24.769
BACHELOR OF COMMERCE,Degree,KCA UNIVERSITY,,21.375,21.444,25.523
BACHELOR OF COMMERCE,Degree,UNIVERSITY OF EMBU,23.007,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,GRETSA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,KISII UNIVERSITY,23.775,24.305,21.444,22.544
BACHELOR OF COMMERCE,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,23.175,23.929,21.444,24.453
BACHELOR OF COMMERCE,Degree,KIRINYAGA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,PAN AFRICA CHRISTIAN UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,MANAGEMENT UNIVERSITY OF AFRICA,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,21.375,21.444,29.992
BACHELOR OF COMMERCE,Degree,KABARAK UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,EGERTON UNIVERSITY,30.136,30.01,26.655,26.592
BACHELOR OF COMMERCE (B.COM),Degree,TAITA TAVETA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,CO-OPERATIVE UNIVERSITY OF KENYA,28.501,24.003,21.444,24.305
BACHELOR OF COMMERCE (B.COM),Degree,AFRICA NAZARENE UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,RONGO UNIVERSITY,,21.375,21.444,
BACHELOR OF COMMERCE,Degree,KOITALEEL SAMOEI UNIVERSITY COLLEGE,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,TURKANA UNIVERSITY COLLEGE,,21.375,21.444,
BACHELOR OF COMMERCE,Degree,LUKENYA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,KAIMOSI FRIENDS UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,MOUNT KENYA UNIVERSITY,,21.375,21.444,26.072
BACHELOR OF COMMERCE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,32.918,32.291,30.346,33.822
BACHELOR OF COMMERCE,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,SOUTH EASTERN KENYA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,MAASAI MARA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,MULTIMEDIA UNIVERSITY OF KENYA,25.371,24.16,21.444,22.544
BACHELOR OF COMMERCE,Degree,DAYSTAR UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,UNIVERSITY OF KABIANGA,23.207,23.545,,
BACHELOR OF COMMERCE,Degree,PWANI UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE,Degree,UNIVERSITY OF ELDORET,24.164,,,
BACHELOR OF COMMERCE,Degree,KIBABII UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,THARAKA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,24.044,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,ZETECH UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,UNIVERSITY OF NAIROBI,33.703,34.426,33.556,35.301
BACHELOR OF COMMERCE (B.COM),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,LAIKIPIA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,MACHAKOS UNIVERSITY,23.644,24.21,21.444,22.544
BACHELOR OF COMMERCE (B.COM),Degree,TECHNICAL UNIVERSITY OF KENYA,30.79,30.286,29.07,31.956
BACHELOR OF COMMERCE (B.COM),Degree,KENYATTA UNIVERSITY,32.962,32.613,30.779,33.49
BACHELOR OF COMMERCE (B.COM),Degree,ST PAULS UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF COMMERCE(B.COM),Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,23.363,24.388,21.444,27.234
BACHELOR OF LAWS (LL.B.),Degree,CHUKA UNIVERSITY,39.419,38.894,39.904,39.032
BACHELOR OF LAWS (LL.B.),Degree,UNIVERSITY OF EMBU,38.428,38.421,38.819,38.042
BACHELOR OF LAWS (LL.B.),Degree,KISII UNIVERSITY,39.066,38.924,39.448,38.345
BACHELOR OF LAWS (LL.B.),Degree,KABARAK UNIVERSITY,37.927,37.986,35.922,40.271
BACHELOR OF LAWS (LLB),Degree,AFRICA NAZARENE UNIVERSITY,35.173,34.715,34.07,38.854
BACHELOR OF LAWS (LLB),Degree,RIARA UNIVERSITY,37.369,34.782,,40.393
BACHELOR OF LAWS (LLB),Degree,EGERTON UNIVERSITY,39.126,39.534,39.86,38.824
"BACHELOR OF LAWS (LL.B.), WITH IT",Degree,MASENO UNIVERSITY,39.699,39.798,39.439,
BACHELOR OF LAWS (LL.B.),Degree,MOI UNIVERSITY,33.665,40.225,40.788,40.095
BACHELOR OF LAWS (LL.B.),Degree,SOUTH EASTERN KENYA UNIVERSITY,36.887,33.8,,
BACHELOR OF LAWS (LL.B.),Degree,DAYSTAR UNIVERSITY,35.479,34.836,33.174,39.663
BACHELOR OF LAWS (LLB),Degree,THARAKA UNIVERSITY,36.078,,,
BACHELOR OF LAWS (LLB),Degree,TOM MBOYA UNIVERSITY,36.839,,,
BACHELOR OF LAWS (LLB),Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,36.9,36.807,33.856,40.097
BACHELOR OF LAWS (LLB),Degree,MOUNT KENYA UNIVERSITY,40.165,40.474,39.748,41.5
BACHELOR OF LAWS (LLB),Degree,UNIVERSITY OF NAIROBI,40.402,42.014,41.758,42.348
BACHELOR OF LAWS (LLB),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40.369,41.184,41.254,41.453
BACHELOR OF LAWS (LLB),Degree,KENYATTA UNIVERSITY,40.746,41.643,41.278,42.036
BACHELOR OF EDUCATION (ARTS),Degree,CHUKA UNIVERSITY,30.607,31.468,32.845,31.082
BACHELOR OF EDUCATION (ARTS),Degree,KCA UNIVERSITY,23.381,24.216,22.358,27.889
BACHELOR OF EDUCATION (ARTS),Degree,GARISSA UNIVERSITY,25.908,23.967,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,UNIVERSITY OF EMBU,29.506,28.208,28.791,27.236
BACHELOR OF EDUCATION (ARTS),Degree,TAITA TAVETA UNIVERSITY,27.099,26.314,22.358,
BACHELOR OF EDUCATION (ARTS),Degree,SCOTT CHRISTIAN UNIVERSITY,,21.858,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,GRETSA UNIVERSITY,22.648,23.657,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,KISII UNIVERSITY,31.313,29.991,30.144,29.349
BACHELOR OF EDUCATION (ARTS),Degree,AFRICA NAZARENE UNIVERSITY,23.186,23.442,22.358,28.619
BACHELOR OF EDUCATION (ARTS),Degree,KENYA METHODIST UNIVERSITY,22.697,23.104,22.358,23.42
BACHELOR OF EDUCATION (ARTS),Degree,RONGO UNIVERSITY,29.3,28.096,27.67,23.905
BACHELOR OF EDUCATION (ARTS),Degree,KABARAK UNIVERSITY,24.368,26.546,22.358,29.225
BACHELOR OF EDUCATION (ARTS),Degree,EGERTON UNIVERSITY,31.659,32.306,32.486,29.484
BACHELOR OF EDUCATION ARTS,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,30.555,30.054,30.315,28.416
BACHELOR OF EDUCATION ARTS,Degree,MANAGEMENT UNIVERSITY OF AFRICA,,,22.358,22.636
BACHELOR OF EDUCATION(ARTS) WITH IT,Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,29.616,29.533,29.225,28.703
BACHELOR OF EDUCATION ARTS,Degree,KIRINYAGA UNIVERSITY,28.808,28.171,26.153,
BACHELOR OF EDUCATION (ARTS),Degree,NYANDARUA UNIVERSITY COLLEGE,22.918,,,
BACHELOR OF EDUCATION (ARTS),Degree,KOITALEEL SAMOEI UNIVERSITY COLLEGE,27.798,26.62,23.272,22.636
BACHELOR OF EDUCATION (ARTS),Degree,ALUPE UNIVERSITY,28.651,27.787,26.318,24.399
BACHELOR OF EDUCATION (ARTS),Degree,TURKANA UNIVERSITY COLLEGE,25.215,22.358,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,,21.858,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,THE EAST AFRICAN UNIVERSITY,,21.858,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,LUKENYA UNIVERSITY,22.209,22.937,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,24.559,22.986,22.358,28.642
BACHELOR OF EDUCATION (ARTS),Degree,TANGAZA UNIVERSITY,23.678,23.781,22.358,25.739
BACHELOR OF EDUCATION (ARTS),Degree,KAIMOSI FRIENDS UNIVERSITY,28.417,27.773,25.793,23.717
BACHELOR OF EDUCATION (ARTS),Degree,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,,21.858,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,UNIVERSITY OF NAIROBI,32.823,32.421,33.663,32.813
BACHELOR OF EDUCATION (ARTS),Degree,MOI UNIVERSITY,27.654,30.04,30.707,27.755
BACHELOR OF EDUCATION (ARTS),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,28.468,28.166,26.856,25.738
BACHELOR OF EDUCATION (ARTS),Degree,KARATINA UNIVERSITY,29.829,29.47,28.78,28.259
BACHELOR OF EDUCATION (ARTS),Degree,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,,21.858,22.358,23.925
BACHELOR OF EDUCATION (ARTS),Degree,GREAT LAKES UNIVERSITY OF KISUMU,22.994,23.897,22.358,23.655
BACHELOR OF EDUCATION (ARTS),Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",22.931,23.471,22.358,24.79
BACHELOR OF EDUCATION (ARTS),Degree,LAIKIPIA UNIVERSITY,28.335,27.574,26.869,26.02
BACHELOR OF EDUCATION (ARTS),Degree,MACHAKOS UNIVERSITY,29.626,29.206,28.949,27.404
BACHELOR OF EDUCATION (ARTS),Degree,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,22.51,21.858,22.358,22.636
BACHELOR OF EDUCATION (ARTS),Degree,SOUTH EASTERN KENYA UNIVERSITY,27.173,27.258,24.904,24.04
BACHELOR OF EDUCATION (ARTS),Degree,MAASAI MARA UNIVERSITY,30.371,29.507,29.033,26.242
BACHELOR OF EDUCATION (ARTS),Degree,AFRICA INTERNATIONAL UNIVERSITY,22.986,21.858,22.358,24.486
BACHELOR OF EDUCATION (ARTS),Degree,UNIVERSITY OF KABIANGA,29.893,29.077,28.659,27.168
BACHELOR OF EDUCATION (ARTS),Degree,PWANI UNIVERSITY,29.056,29.26,29.554,28.37
BACHELOR OF EDUCATION (ARTS),Degree,UNIVERSITY OF ELDORET,31.031,29.002,31.187,30.549
BACHELOR OF EDUCATION (ARTS),Degree,KENYATTA UNIVERSITY,33.267,33.556,34.725,33.45
BACHELOR OF EDUCATION (ARTS),Degree,KIBABII UNIVERSITY,29.731,28.747,28.733,26.892
BACHELOR OF EDUCATION(MAJOR ACCOUNTING AND BUSINESS ADMINISTRATION),Degree,DAYSTAR UNIVERSITY,23.01,22.935,22.358,25.412
"BACHELOR OF EDUCATION (ARTS, WITH IT)",Degree,TOM MBOYA UNIVERSITY,28.743,27.837,25.8,24.445
"BACHELOR OF EDUCATION (ARTS, WITH IT)",Degree,MASENO UNIVERSITY,32.183,31.535,32.556,30.514
BACHELOR OF EDUCATION ARTS,Degree,ISLAMIC UNIVERSITY OF KENYA,,21.858,22.358,22.636
BACHELOR OF EDUCATION ARTS,Degree,BOMET UNIVERSITY COLLEGE,28.729,26.78,25.757,23.019
BACHELOR OF EDUCATION ARTS,Degree,THARAKA UNIVERSITY,27.443,26.777,22.358,22.636
BACHELOR OF EDUCATION ARTS,Degree,MARIST INTERNATIONAL UNIVERSITY COLLEGE,,21.858,22.358,22.636
BACHELOR OF EDUCATION ARTS,Degree,ZETECH UNIVERSITY,22.105,23.305,22.358,24.253
BACHELOR OF EDUCATION ARTS,Degree,MOUNT KENYA UNIVERSITY,26.352,27.323,22.358,29.696
BACHELOR OF EDUCATION ARTS,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,28.638,27.526,27.652,26.687
BACHELOR OF EDUCATION ARTS,Degree,ST PAULS UNIVERSITY,23.215,23.857,22.358,24.332
